NOMBRE
Artà
Banyalbufar
Binissalem
Búger
Bunyola
Calvià
Campanet
Campos
Capdepera
Castell, Es
Ciutadella de Menorca
Consell
Costitx
Deyá
Eivissa
Escorca
Esporles
Estellencs
Felanitx
Ferreries
Formentera
Fornalutx
Inca
Lloret de Vistalegre
Lloseta
Llubí
Llucmajor
Manacor
Mancor de la Vall
Maó
Maria de la Salut
Marratxí
Mercadal, Es
Migjorn Gran, Es
Montuïri
Muro
Palma
Petra
Pobla, Sa
Pollença
Porreres
Puigpunyent
Salines, Ses
Sant Antoni de Portmany
Sant Joan
Sant Joan de Labritja
Sant Josep de sa Talaia
Sant Llorenç des Cardassar
Sant Lluís
Santa Eugènia
Santa Eulalia del Río
Santa Margalida
Santa María del Camí
Santanyí
Selva
Sencelles
Sineu
Sóller
Son Servera
Valldemossa
Vilafranca de Bonany
Abrera
Aguilar de Segarra
Aiguafreda
Alella
Alpens
Ametlla del Vallès, L'
Arenys de Mar
Arenys de Munt
Argençola
Argentona
Artés
Avià
Avinyó
Avinyonet del Penedès
Badalona
Badia del Vallès
Bagà
Balenyà
Balsareny
Barberà del Vallès
Barcelona
Begues
Bellprat
Berga
Bigues i Riells
Borredà
Bruc, El
Brull, El
Cabanyes, Les
Cabrera d'Anoia
Cabrera de Mar
Cabrils
Calaf
Calders
Caldes de Montbui
Caldes d'Estrac
Calella
Calldetenes
Callús
Calonge de Segarra
Campins
Canet de Mar
Canovelles
Cànoves i Samalús
Canyelles
Capellades
Capolat
Cardedeu
Cardona
Carme
Casserres
Castell de l'Areny
Castellar de n'Hug
Castellar del Riu
Castellar del Vallès
Castellbell i el Vilar
Castellbisbal
Castellcir
Castelldefels
Castellet i la Gornal
Castellfollit de Riubregós
Castellfollit del Boix
Castellgalí
Castellnou de Bages
Castellolí
Castellterçol
Castellví de la Marca
Castellví de Rosanes
Centelles
Cercs
Cerdanyola del Vallès
Cervelló
Collbató
Collsuspina
Copons
Corbera de Llobregat
Cornellà de Llobregat
Cubelles
Dosrius
Esparreguera
Esplugues de Llobregat
Espunyola, L'
Estany, L'
Figaró-Montmany
Fígols
Fogars de la Selva
Fogars de Montclús
Folgueroles
Fonollosa
Font-rubí
Franqueses del Vallès, Les
Gaià
Gallifa
Garriga, La
Gavà
Gelida
Gironella
Gisclareny
Granada, La
Granera
Granollers
Gualba
Guardiola de Berguedà
Gurb
Hospitalet de Llobregat, L'
Hostalets de Pierola, Els
Igualada
Jorba
Llacuna, La
Llagosta, La
Lliçà d'Amunt
Lliçà de Vall
Llinars del Vallès
Lluçà
Malgrat de Mar
Malla
Manlleu
Manresa
Marganell
Martorell
Martorelles
Masies de Roda, Les
Masies de Voltregà, Les
Masnou, El
Masquefa
Matadepera
Mataró
Mediona
Moià
Molins de Rei
Mollet del Vallès
Monistrol de Calders
Monistrol de Montserrat
Montcada i Reixac
Montclar
Montesquiu
Montgat
Montmajor
Montmaneu
Montmeló
Montornès del Vallès
Montseny
Muntanyola
Mura
Navarcles
Navàs
Nou de Berguedà, La
Òdena
Olèrdola
Olesa de Bonesvalls
Olesa de Montserrat
Olivella
Olost
Olvan
Orís
Oristà
Orpí
Òrrius
Pacs del Penedès
Palafolls
Palau-solità i Plegamans
Pallejà
Palma de Cervelló, La
Papiol, El
Parets del Vallès
Perafita
Piera
Pineda de Mar
Pla del Penedès, El
Pobla de Claramunt, La
Pobla de Lillet, La
Polinyà
Pont de Vilomara i Rocafort, El
Pontons
Prat de Llobregat, El
Prats de Lluçanès
Prats de Rei, Els
Premià de Dalt
Premià de Mar
Puigdàlber
Puig-reig
Pujalt
Quar, La
Rajadell
Rellinars
Ripollet
Roca del Vallès, La
Roda de Ter
Rubí
Rubió
Rupit i Pruit
Sabadell
Sagàs
Saldes
Sallent
Sant Adrià de Besòs
Sant Agustí de Lluçanès
Sant Andreu de la Barca
Sant Andreu de Llavaneres
Sant Antoni de Vilamajor
Sant Bartomeu del Grau
Sant Boi de Llobregat
Sant Boi de Lluçanès
Sant Cebrià de Vallalta
Sant Celoni
Sant Climent de Llobregat
Sant Cugat del Vallès
Sant Cugat Sesgarrigues
Sant Esteve de Palautordera
Sant Esteve Sesrovires
Sant Feliu de Codines
Sant Feliu de Llobregat
Sant Feliu Sasserra
Sant Fost de Campsentelles
Sant Fruitós de Bages
Sant Hipòlit de Voltregà
Sant Iscle de Vallalta
Sant Jaume de Frontanyà
Sant Joan de Vilatorrada
Sant Joan Despí
Sant Julià de Cerdanyola
Sant Julià de Vilatorta
Sant Just Desvern
Sant Llorenç d'Hortons
Sant Llorenç Savall
Sant Martí d'Albars
Sant Martí de Centelles
Sant Martí de Tous
Sant Martí Sarroca
Sant Martí Sesgueioles
Sant Mateu de Bages
Sant Pere de Ribes
Sant Pere de Riudebitlles
Sant Pere de Torelló
Sant Pere de Vilamajor
Sant Pere Sallavinera
Sant Pol de Mar
Sant Quintí de Mediona
Sant Quirze de Besora
Sant Quirze del Vallès
Sant Quirze Safaja
Sant Sadurní d'Anoia
Sant Sadurní d'Osormort
Sant Salvador de Guardiola
Sant Vicenç de Castellet
Sant Vicenç de Montalt
Sant Vicenç de Torelló
Sant Vicenç dels Horts
Santa Cecília de Voltregà
Santa Coloma de Cervelló
Santa Coloma de Gramenet
Santa Eugènia de Berga
Santa Eulàlia de Riuprimer
Santa Eulàlia de Ronçana
Santa Fe del Penedès
Santa Margarida de Montbui
Santa Margarida i els Monjos
Santa Maria de Besora
Santa Maria de Corcó
Santa Maria de Martorelles
Santa Maria de Merlès
Santa Maria de Miralles
Santa Maria de Palautordera
Santa Maria d'Oló
Santa Perpètua de Mogoda
Santa Susanna
Santpedor
Sentmenat
Seva
Sitges
Sobremunt
Sora
Subirats
Súria
Tagamanent
Talamanca
Taradell
Tavèrnoles
Tavertet
Teià
Terrassa
Tiana
Tona
Tordera
Torelló
Torre de Claramunt, La
Torrelavit
Torrelles de Foix
Torrelles de Llobregat
Ullastrell
Vacarisses
Vallbona d'Anoia
Vallcebre
Vallgorguina
Vallirana
Vallromanes
Veciana
Vic
Vilada
Viladecans
Viladecavalls
Vilafranca del Penedès
Vilalba Sasserra
Vilanova de Sau
Vilanova del Camí
Vilanova del Vallès
Vilanova i la Geltrú
Vilassar de Dalt
Vilassar de Mar
Vilobí del Penedès
Viver i Serrateix
Abajas
Adrada de Haza
Aguas Cándidas
Aguilar de Bureba
Albillos
Alcocero de Mola
Alfoz de Bricia
Alfoz de Quintanadueñas
Alfoz de Santa Gadea
Altable
Altos, Los
Ameyugo
Anguix
Aranda de Duero
Arandilla
Arauzo de Miel
Arauzo de Salce
Arauzo de Torre
Arcos
Arenillas de Riopisuerga
Arija
Arlanzón
Arraya de Oca
Atapuerca
Ausines, Los
Avellanosa de Muñó
Bahabón de Esgueva
Balbases, Los
Baños de Valdearados
Bañuelos de Bureba
Barbadillo de Herreros
Barbadillo del Mercado
Barbadillo del Pez
Barrio de Muñó
Barrios de Bureba, Los
Barrios de Colina
Basconcillos del Tozo
Bascuñana
Belbimbre
Belorado
Berberana
Berlangas de Roa
Berzosa de Bureba
Bozoó
Brazacorta
Briviesca
Bugedo
Buniel
Burgos
Busto de Bureba
Cabañes de Esgueva
Cabezón de la Sierra
Caleruega
Campillo de Aranda
Campolara
Canicosa de la Sierra
Cantabrana
Carazo
Carcedo de Bureba
Carcedo de Burgos
Cardeñadijo
Cardeñajimeno
Cardeñuela Riopico
Carrias
Cascajares de Bureba
Cascajares de la Sierra
Castellanos de Castro
Castil de Peones
Castildelgado
Castrillo de la Reina
Castrillo de la Vega
Castrillo de Riopisuerga
Castrillo del Val
Castrillo Matajudíos
Castrojeriz
Cavia
Cayuela
Cebrecos
Celada del Camino
Cerezo de Río Tirón
Cerratón de Juarros
Ciadoncha
Cillaperlata
Cilleruelo de Abajo
Cilleruelo de Arriba
Ciruelos de Cervera
Cogollos
Condado de Treviño
Contreras
Coruña del Conde
Covarrubias
Cubillo del Campo
Cubo de Bureba
Cueva de Roa, La
Cuevas de San Clemente
Encío
Espinosa de Cervera
Espinosa de los Monteros
Espinosa del Camino
Estépar
Fontioso
Frandovínez
Fresneda de la Sierra Tirón
Fresneña
Fresnillo de las Dueñas
Fresno de Río Tirón
Fresno de Rodilla
Frías
Fuentebureba
Fuentecén
Fuentelcésped
Fuentelisendo
Fuentemolinos
Fuentenebro
Fuentespina
Galbarros
Gallega, La
Grijalba
Grisaleña
Gumiel de Izán
Gumiel de Mercado
Hacinas
Haza
Hontanas
Hontangas
Hontoria de la Cantera
Hontoria de Valdearados
Hontoria del Pinar
Hormazas, Las
Hornillos del Camino
Horra, La
Hortigüela
Hoyales de Roa
Huérmeces
Huerta de Arriba
Huerta de Rey
Humada
Hurones
Ibeas de Juarros
Ibrillos
Iglesiarrubia
Iglesias
Isar
Itero del Castillo
Jaramillo de la Fuente
Jaramillo Quemado
Junta de Traslaloma
Junta de Villalba de Losa
Jurisdicción de Lara
Jurisdicción de San Zadornil
Lerma
Llano de Bureba
Madrigal del Monte
Madrigalejo del Monte
Mahamud
Mambrilla de Castrejón
Mambrillas de Lara
Mamolar
Manciles
Mazuela
Mecerreyes
Medina de Pomar
Melgar de Fernamental
Merindad de Cuesta-Urria
Merindad de Montija
Merindad de Río Ubierna
Merindad de Sotoscueva
Merindad de Valdeporres
Merindad de Valdivielso
Milagros
Miranda de Ebro
Miraveche
Modúbar de la Emparedada
Monasterio de la Sierra
Monasterio de Rodilla
Moncalvillo
Monterrubio de la Demanda
Montorio
Moradillo de Roa
Nava de Roa
Navas de Bureba
Nebreda
Neila
Olmedillo de Roa
Olmillos de Muñó
Oña
Oquillas
Orbaneja Riopico
Padilla de Abajo
Padilla de Arriba
Padrones de Bureba
Palacios de la Sierra
Palacios de Riopisuerga
Palazuelos de la Sierra
Palazuelos de Muñó
Pampliega
Pancorbo
Pardilla
Partido de la Sierra en Tobalina
Pedrosa de Duero
Pedrosa de Río Úrbel
Pedrosa del Páramo
Pedrosa del Príncipe
Peñaranda de Duero
Peral de Arlanza
Piérnigas
Pineda de la Sierra
Pineda Trasmonte
Pinilla de los Barruecos
Pinilla de los Moros
Pinilla Trasmonte
Poza de la Sal
Prádanos de Bureba
Pradoluengo
Presencio
Puebla de Arganzón, La
Puentedura
Quemada
Quintana del Pidio
Quintanabureba
Quintanaélez
Quintanaortuño
Quintanapalla
Quintanar de la Sierra
Quintanavides
Quintanilla de la Mata
Quintanilla del Agua y Tordueles
Quintanilla del Coco
Quintanilla San García
Quintanilla Vivar
Quintanillas, Las
Rabanera del Pinar
Rábanos
Rabé de las Calzadas
Rebolledo de la Torre
Redecilla del Camino
Redecilla del Campo
Regumiel de la Sierra
Reinoso
Retuerta
Revilla del Campo
Revilla Vallejera
Revilla y Ahedo, La
Revillarruz
Rezmondo
Riocavado de la Sierra
Roa
Rojas
Royuela de Río Franco
Rubena
Rublacedo de Abajo
Rucandio
Salas de Bureba
Salas de los Infantes
Saldaña de Burgos
Salinillas de Bureba
San Adrián de Juarros
San Juan del Monte
San Mamés de Burgos
San Martín de Rubiales
San Millán de Lara
San Vicente del Valle
Santa Cecilia
Santa Cruz de la Salceda
Santa Cruz del Valle Urbión
Santa Gadea del Cid
Santa Inés
Santa María del Campo
Santa María del Invierno
Santa María del Mercadillo
Santa María Rivarredonda
Santa Olalla de Bureba
Santibáñez de Esgueva
Santibáñez del Val
Santo Domingo de Silos
Sargentes de la Lora
Sarracín
Sasamón
Sequera de Haza, La
Solarana
Sordillos
Sotillo de la Ribera
Sotragero
Sotresgudo
Susinos del Páramo
Tamarón
Tardajos
Tejada
Terradillos de Esgueva
Tinieblas de la Sierra
Tobar
Tordómar
Torrecilla del Monte
Torregalindo
Torrelara
Torrepadre
Torresandino
Tórtoles de Esgueva
Tosantos
Trespaderne
Tubilla del Agua
Tubilla del Lago
Úrbel del Castillo
Vadocondes
Valdeande
Valdezate
Valdorros
Vallarta de Bureba
Valle de las Navas
Valle de Losa
Valle de Manzanedo
Valle de Mena
Valle de Oca
Valle de Santibáñez
Valle de Sedano
Valle de Tobalina
Valle de Valdebezana
Valle de Valdelaguna
Valle de Valdelucio
Valle de Zamanzas
Vallejera
Valles de Palenzuela
Valluércanes
Valmala
Vid de Bureba, La
Vid y Barrios, La
Vileña
Villadiego
Villaescusa de Roa
Villaescusa la Sombría
Villaespasa
Villafranca Montes de Oca
Villafruela
Villagalijo
Villagonzalo Pedernales
Villahoz
Villalba de Duero
Villalbilla de Burgos
Villalbilla de Gumiel
Villaldemiro
Villalmanzo
Villamayor de los Montes
Villamayor de Treviño
Villambistia
Villamedianilla
Villamiel de la Sierra
Villangómez
Villanueva de Argaño
Villanueva de Carazo
Villanueva de Gumiel
Villanueva de Teba
Villaquirán de la Puebla
Villaquirán de los Infantes
Villarcayo de Merindad de Castilla la Vieja
Villariezo
Villasandino
Villasur de Herreros
Villatuelda
Villaverde del Monte
Villaverde-Mogina
Villayerno Morquillas
Villazopeque
Villegas
Villoruebo
Viloria de Rioja
Vilviestre del Pinar
Vizcaínos
Zael
Zarzosa de Río Pisuerga
Zazuar
Zuñeda
Abadía
Abertura
Acebo
Acehúche
Aceituna
Ahigal
Alagón del Río
Albalá
Alcántara
Alcollarín
Alcuéscar
Aldea del Cano
Aldea del Obispo, La
Aldeacentenera
Aldeanueva de la Vera
Aldeanueva del Camino
Aldehuela de Jerte
Alía
Aliseda
Almaraz
Almoharín
Arroyo de la Luz
Arroyomolinos
Arroyomolinos de la Vera
Baños de Montemayor
Barrado
Belvís de Monroy
Benquerencia
Berrocalejo
Berzocana
Bohonal de Ibor
Botija
Brozas
Cabañas del Castillo
Cabezabellosa
Cabezuela del Valle
Cabrero
Cáceres
Cachorrilla
Cadalso
Calzadilla
Caminomorisco
Campillo de Deleitosa
Campo Lugar
Cañamero
Cañaveral
Carbajo
Carcaboso
Carrascalejo
Casar de Cáceres
Casar de Palomero
Casares de las Hurdes
Casas de Don Antonio
Casas de Don Gómez
Casas de Millán
Casas de Miravete
Casas del Castañar
Casas del Monte
Casatejada
Casillas de Coria
Castañar de Ibor
Ceclavín
Cedillo
Cerezo
Cilleros
Collado
Conquista de la Sierra
Coria
Cuacos de Yuste
Cumbre, La
Deleitosa
Descargamaría
Eljas
Escurial
Fresnedoso de Ibor
Galisteo
Garciaz
Garganta la Olla
Garganta, La
Gargantilla
Gargüera
Garrovillas de Alconétar
Garvín
Gata
Gordo, El
Granja, La
Guadalupe
Guijo de Coria
Guijo de Galisteo
Guijo de Granadilla
Guijo de Santa Bárbara
Herguijuela
Hernán-Pérez
Herrera de Alcántara
Herreruela
Hervás
Higuera
Hinojal
Holguera
Hoyos
Huélaga
Ibahernando
Jaraicejo
Jaraíz de la Vera
Jarandilla de la Vera
Jarilla
Jerte
Ladrillar
Logrosán
Losar de la Vera
Madrigal de la Vera
Madrigalejo
Madroñera
Majadas
Malpartida de Cáceres
Malpartida de Plasencia
Marchagaz
Mata de Alcántara
Membrío
Mesas de Ibor
Miajadas
Millanes
Mirabel
Mohedas de Granadilla
Monroy
Montánchez
Montehermoso
Moraleja
Morcillo
Navaconcejo
Navalmoral de la Mata
Navalvillar de Ibor
Navas del Madroño
Navezuelas
